snapshot_utc,source,dex,pool_name,pool_address,created_at,fee_tier_pct,tvl_usd,volume_usd_1h,volume_usd_6h,volume_usd_24h,est_fees_24h_usd,trades_24h,vol24_to_tvl,price_change_1h_pct,price_change_24h_pct
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,TIG / USDC 0.27%,0x3f5e98c7ebff35056ab4346bccd722a537c1aefa,2025-06-29T18:37:45Z,0.27,1042958.12,148.08,15583.37,104921.85,283.29,358,0.1006,0.593,0.641
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,AVNT / USDC 0.3%,0xc4ed25e61cbde561c982789f740e3e9a8c317100,2025-09-09T13:14:03Z,0.3,42410.82,6396.14,23515.3,92181.73,276.55,637,2.1735,-1.398,1.443
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,TIBBIR / WETH 0.3%,0x0f664affb82f074937d5cfcd61b97f3f32d5dc50,2025-02-04T18:03:58Z,0.3,104751.64,4726.0,34316.75,90161.0,270.48,1629,0.8607,-0.845,9.948
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SAPIEN / USDC 0.05%,0x80cc08712aa61ce9dc7604f9ce7560a25094b862,2025-08-20T16:55:19Z,0.05,825398.05,2218.65,12242.41,81434.98,40.72,772,0.0987,-0.373,1.074
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,WETH / USDC 0.01%,0xdbc6998296caa1652a810dc8d3baf4a8294330f1,2025-08-27T17:30:22Z,0.01,134362.59,3877.88,37586.04,80243.37,8.02,4039,0.5972,0.037,2.288
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,cbLTC / WETH 0.25%,0x200681425b0c8d78c6a467512c5d49fa56bac88a,2025-06-25T20:15:29Z,0.25,129509.81,3043.05,31195.34,79097.25,197.74,340,0.6107,0.376,1.469
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,oUSDT / USDC 0.01%,0x4858ba5a92a23de1b2dbb3509b01d0a9f0e0756a,2025-04-06T00:50:32Z,0.01,179274.51,2137.29,21031.54,77868.14,7.79,355,0.4344,-0.331,0.353
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,VVV / WETH 0.3%,0x46d398a5b33709877f50c8918a7ee96f1be1d7dd,2025-01-27T17:50:32Z,0.3,347623.89,6965.29,26848.71,75244.36,225.73,322,0.2165,-0.805,-5.824
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,XSGD / USDC 0.01%,0x892a6ab3fa0f1f839fcb0ae264a8c4bbfb030725,2025-09-27T03:21:41Z,0.01,446041.72,4259.67,24909.96,74065.56,7.41,542,0.1661,-0.258,0.449
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,CLANKER / WETH 0.3%,0xd23fe2db317e1a96454a2d1c7e8fc0dbf19bb000,2024-11-25T16:37:41Z,0.3,139284.1,885.95,26693.28,73737.57,221.21,571,0.5294,-0.172,0.198
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,weETH.base / WETH 0.3%,0xbd3cd0d9d429b41f0a2e1c026552bd598294d5e0,2024-05-06T08:44:03Z,0.3,661443.97,22.63,7552.29,72457.72,217.37,90,0.1095,-0.088,2.205
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,XSGD / WETH 0.05%,0xfebeebaa6c9585fd97aa9157e3b7aace804b688c,2025-10-08T23:29:27Z,0.05,193919.58,4475.98,35532.12,69092.48,34.55,947,0.3563,-0.076,0.243
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,RSC / WETH 0.3%,0x6cca90e732942d73c276f73b805ca2948f6b3018,2024-06-03T19:20:53Z,0.3,63422.94,495.27,5129.95,68081.35,204.24,735,1.0734,-0.168,2.228
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,cbLTC / cbBTC 0.25%,0x6044c817e55a03dadc5f6b8b7045af1985ae90fa,2025-06-25T19:52:11Z,0.25,188264.14,0.0,13067.63,65109.88,162.77,223,0.3458,0.0,2.025
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,B3 / WETH 0.05%,0xb099c658e784b41ee435d48a8eb67e8f27285c93,2025-02-10T14:28:13Z,0.05,473269.26,437.36,21331.49,59570.95,29.79,456,0.1259,0.557,-0.126
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,FAI / WETH 0.3%,0x28a9ec9928a689410e82e579fd9418fbbf6452f3,2024-12-15T19:08:40Z,0.3,12635.08,59.97,8695.08,57032.57,171.1,663,4.5138,0.0,-1.107
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,KTA / WETH 0.3%,0x46d710c35bdfb800a18a820712310048ef8b5256,2025-03-06T01:17:58Z,0.3,76850.75,54.74,9661.64,55223.32,165.67,416,0.7186,-0.084,1.078
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,COOKIE / WETH 0.3%,0xe8833415bd6aee9c0c7b6aad7dc80421c3f28ca1,2024-12-31T15:03:17Z,0.3,51220.33,1637.24,22853.75,52146.47,156.44,665,1.0181,1.217,6.868
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,eUSD / USDC 0.01%,0x988702fe529a3461ec7fd09eea3f962856709fd9,2024-06-05T00:02:35Z,0.01,626145.06,352.47,4542.02,52030.96,5.2,92,0.0831,0.391,0.362
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,USDC / USDbC 0.01%,0x98c7a2338336d2d354663246f64676009c7bda97,2024-05-06T05:07:53Z,0.01,153721.41,292.43,13335.53,48830.59,4.88,301,0.3177,-0.144,-0.93
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,CADC / USDC 0.05%,0x09da4832d34bebbb55783340d5bede7a70f5c48e,2025-03-13T00:07:51Z,0.05,147116.12,291.46,26389.78,47277.97,23.64,101,0.3214,-0.02,-0.692
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,AERO / wstETH 1%,0x565aecf84b5d30a6e79a5cef3f0da0fc4280debc,2024-05-06T05:14:53Z,1.0,217580.51,11.15,14.61,46538.0,465.38,150,0.2139,-0.248,3.292
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,ZEN / cbBTC 0.25%,0x47f9e291bb766fc307ad7bba4f29f3eab6a97101,2025-07-23T13:35:47Z,0.25,1096636.12,2591.17,14701.39,43675.65,109.19,313,0.0398,0.0,-0.783
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,ZCHF / USDC 0.05%,0x80891885537e20e240987385490017fc03d9d7ed,2025-08-07T11:20:34Z,0.05,2033436.91,0.0,42773.22,42925.94,21.46,11,0.0211,0.0,-0.535
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,KAITO / WETH 0.05%,0x56b92e5b391dbfb8b8028ac95a4b97f52ffeb416,2025-02-20T22:03:01Z,0.05,15205.95,913.68,7859.78,42754.91,21.38,1517,2.8117,1.092,-0.303
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,LCAP / WETH 0.3%,0x3a88ef38879efb900c2d7b6199d21c139cef5fa7,2025-08-21T16:03:37Z,0.3,426235.36,6189.98,25044.36,42232.63,126.7,234,0.0991,-0.086,1.437
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,PENDLE / WETH 0.05%,0x016df91005f30039c9f1a89b44db5e8c60613603,2024-12-14T06:44:25Z,0.05,135811.7,1733.22,11630.58,41855.63,20.93,605,0.3082,0.124,4.143
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,FLOCK / USDC 0.05%,0xd7338b6f338da54b922bbbc6fbe3efedd5ce35fa,2025-08-27T22:26:53Z,0.05,73998.42,780.39,9332.56,40334.8,20.17,850,0.5451,-0.722,0.963
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SYRUP / WETH 0.27%,0x7432aab631b801a10bef7d70c1507a32755595fa,2025-06-25T22:56:21Z,0.27,21232.44,994.16,15574.31,37244.27,100.56,905,1.7541,-0.525,3.686
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,RIZE / USDC 0.3%,0xea5cb64754ad7aa24f7a6bbe3b724f29b4f822b8,2025-05-09T18:15:23Z,0.3,33612.59,43.83,6952.52,31583.9,94.75,334,0.9396,0.0,-2.956
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,ZRO / ZEN 0.08%,0x82685574957fef6ab359d8c1083401b492dca0cf,2025-07-23T13:35:47Z,0.08,19601.84,540.02,4696.11,27934.16,22.35,828,1.4251,-0.345,-3.631
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,tBTC / USDC 0.3%,0xf81e1a62cbfa487e807044618661bfd4802b4982,2024-05-14T11:00:35Z,0.3,320667.94,1300.65,14392.5,27496.44,82.49,177,0.0857,-0.014,-0.058
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SAND / WETH 0.3%,0xa69cdf524d072c366fd050957880552916d29405,2025-11-27T09:28:52Z,0.3,195114.93,1606.89,6134.99,27059.39,81.18,726,0.1387,0.447,0.575
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,VELVET / WETH 0.3%,0xf579b16f9b1a4acc872d34a8141fbbd36c0ce10c,2025-08-26T15:41:04Z,0.3,4754.56,2015.48,10968.12,26174.56,78.52,1298,5.5052,-6.494,14.727
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,LINK / WETH 0.25%,0x72be417afb0abea66913141c605d313bb389b59c,2025-03-20T00:12:50Z,0.25,178501.18,2289.93,12720.6,25335.93,63.34,142,0.1419,-0.331,0.046
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,bsdETH / WETH 0.01%,0x2ae9df02539887d4ebce0230168a302d34784c82,2024-05-15T13:54:17Z,0.01,729796.75,874.79,5387.84,25303.28,2.53,41,0.0347,0.101,2.358
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,TOSHI / WETH 1%,0x74e4c08bb50619b70550733d32b7e60424e9628e,2024-05-06T05:25:02Z,1.0,34852.45,2199.76,9664.16,23334.68,233.35,399,0.6695,-0.963,-1.584
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,USD+ / WETH 0.05%,0x4d69971ccd4a636c403a3c1b00c85e99bb9b5606,2024-05-06T09:26:01Z,0.05,30043.95,3166.66,11974.36,20717.34,10.36,1307,0.6896,-0.118,0.235
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,COMMON / WETH 0.3%,0x45df01efa0de71725d4d8fc1165b102bc2e989fb,2025-10-27T12:52:11Z,0.3,25249.54,1822.78,19039.6,20690.57,62.07,838,0.8194,-3.868,5.003
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,ZEN / USDC 0.3%,0xbfa5184f90b071c34c85d065b8c7877617248ef7,2025-10-12T17:06:02Z,0.3,14941.44,316.59,3379.28,16603.84,49.81,398,1.1113,0.69,-0.901
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SIGN / WETH 0.3%,0x8a7b72f8ff5299e493317d4430293894107af859,2025-04-28T09:57:27Z,0.3,51084.85,0.0,1228.3,14575.44,43.73,679,0.2853,0.0,0.114
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,tBTC / WETH 0.3%,0xa33f162da19c7273ba1205bfd9d4340da2446e3a,2024-05-14T06:15:19Z,0.3,184506.52,2420.57,12533.1,14470.38,43.41,119,0.0784,0.468,1.054
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,LCAP / USDC 0.3%,0xc8c15670050541255f9b797c008047682524861f,2025-09-18T15:43:43Z,0.3,143779.14,760.71,7585.7,13430.25,40.29,124,0.0934,-0.386,1.901
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,BRZ / USDC 0.05%,0xd43decd5df4bdffd5a4cf35ca1f9557e33b7246c,2025-02-19T22:00:35Z,0.05,5657.72,896.54,9196.74,11907.49,5.95,30,2.1046,0.0,-1.392
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,frxUSD / USDC 0.01%,0xd3d9f0f7d0d477e0a19222965b59233ad7f6bc6b,2025-08-26T18:12:31Z,0.01,15278.21,2782.3,5746.38,11168.83,1.12,75,0.731,-0.927,-0.748
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,MAMO / USDC 0.3%,0x678f431da2abb9b5726bbf5ccdbaeebb60da9813,2025-07-14T18:02:05Z,0.3,332653.11,159.09,6283.9,10472.45,31.42,187,0.0315,-0.572,0.526
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SPX / WETH 0.3%,0x4ba1e3e9280facbacafa7baf4ae0b78bea60beca,2024-10-02T16:54:16Z,0.3,73587.67,193.48,2317.49,10327.11,30.98,261,0.1403,-0.101,1.781
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,deJAAA / USDC 0.01%,0xa2da14a5012b67c609e52f5e6f7372853c2eb5aa,2025-08-12T22:17:16Z,0.01,374368.7,0.0,0.0,10224.69,1.02,2,0.0273,0.0,0.098
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,uSOL / cbBTC 0.3%,0xc900ea56b5227ae2d95c288a2597b278cbf741dd,2024-09-25T22:28:00Z,0.3,37563.67,1004.03,4290.48,10185.16,30.56,142,0.2711,0.227,0.86
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,MRDN / USDC 1%,0x99d9b916f55883a88713287677b05a31e436e086,2025-09-16T19:33:31Z,1.0,190672.91,0.0,1739.1,10015.2,100.15,49,0.0525,0.0,6.421
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,MAMO / cbBTC 0.3%,0xe2b3aa806e56603a244bfc111c9474f7dedd03db,2025-05-21T14:58:31Z,0.3,370012.1,245.81,7614.16,9952.24,29.86,268,0.0269,0.209,0.508
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,MAMO / WETH 0.3%,0xaa067f08fef60420d050a92e7800e588748b7d67,2025-08-04T23:49:34Z,0.3,257050.94,225.38,6410.75,9782.32,29.35,284,0.0381,-0.125,0.44
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,USDC / cbBTC 0.01%,0x4f5905e36ac07ee1f01ffb939aa7f212a58d5cdf,2025-11-27T05:12:54Z,0.01,15016.0,316.59,3934.39,9603.83,0.96,739,0.6396,-0.792,-0.247
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,AUDD / USDC 0.01%,0xcde41d0b1ad079c3ceb7271559f738f503102852,2025-09-29T22:07:59Z,0.01,36521.95,8.65,124.81,9254.65,0.93,72,0.2534,0.415,-0.222
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,EDGE / cbBTC 0.3%,0x5230845439fa66fbea20af7cf09bc413b99e10b7,2025-04-02T14:22:54Z,0.3,7941.76,122.14,1808.54,8505.07,25.52,162,1.0709,0.363,-1.279
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,REI / WETH 0.3%,0x54cdd0222df6b3bc17754c2c1b3d7d4203fe3d89,2024-12-16T23:57:47Z,0.3,14784.66,328.35,2698.91,8374.42,25.12,224,0.5664,-0.413,1.763
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,ENA / WETH 0.3%,0xc422bfb18f9fc217f955d759d3753f31137ccefd,2025-08-12T22:31:03Z,0.3,14174.89,489.29,2225.46,8369.59,25.11,461,0.5905,0.139,0.333
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,TIG / WETH 0.3%,0xb4cfcd4a4bc44bbc33fc0928d932e9062be2d056,2025-09-17T17:13:01Z,0.3,141964.79,96.5,1430.73,8112.36,24.34,123,0.0571,-0.15,-0.333
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,DEGEN / WETH 0.3%,0xafb62448929664bfccb0aae22f232520e765ba88,2024-05-06T05:03:45Z,0.3,20455.21,44.98,1405.05,7928.13,23.78,477,0.3876,0.03,0.367
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,TIBBIR / USDC 1%,0x4ae0272a740950d3d9b12a6ee9d5ca6b6aaf0efd,2025-08-25T21:09:51Z,1.0,99962.73,64.5,3372.61,7633.5,76.34,116,0.0764,0.0,11.21
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,doginme / WETH 0.3%,0x088c39ee29fc30df8adc394e9f7dea33e3a26507,2024-05-07T10:17:01Z,0.3,21399.36,523.89,2344.11,7231.04,21.69,276,0.3379,1.728,1.155
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,WOO / WETH 0.3%,0xad06a870fc2198398c18a6f2ca035bf795edeefe,2025-06-19T16:29:22Z,0.3,240739.44,348.09,1732.64,6939.81,20.82,176,0.0288,-0.362,1.104
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SYND / WETH 0.3%,0x50f8f7ffbd70c6c87b1668eee4e03f5ac057de3f,2025-09-10T23:40:38Z,0.3,13515.39,295.0,2981.77,6858.25,20.57,126,0.5074,-0.817,-1.136
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SEDA / WETH 0.3%,0x681d6e4b0b020656ca04956ddaf76add7ef022f6,2025-06-23T19:57:31Z,0.3,192956.73,201.5,1908.44,6552.01,19.66,45,0.034,0.575,2.137
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,CARV / USDC 0.05%,0xff862675c47b6a2c9072dcbe2f37a78a445c4f37,2025-09-06T09:13:25Z,0.05,231815.58,159.81,1816.47,6563.48,3.28,574,0.0283,0.262,0.651
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,axlUSDC / USDC 0.05%,0x43b97febdadad12afde21baa96eb762bc26d13f3,2024-05-06T05:05:24Z,0.05,11316.49,16.07,5786.11,6415.96,3.21,34,0.567,0.0,0.044
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,uZEC / WETH 0.3%,0x3054f64e28140ee00428be94eac4ad6f7241712a,2025-10-15T15:28:15Z,0.3,18524.64,224.15,1705.41,6172.79,18.52,323,0.3332,0.412,3.367
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,MAMO / VIRTUAL 0.3%,0x4a021ba3ab1f0121e7df76f345c547db86cb3468,2025-07-02T16:06:08Z,0.3,404982.99,733.82,3721.36,6121.38,18.36,76,0.0151,-0.25,-1.949
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,POKT / WETH 0.3%,0x32bb4ad5fed77f7abf97d1435f8d6aaae59aa64e,2024-08-27T08:31:36Z,0.3,31159.22,579.08,2067.6,6120.61,18.36,247,0.1964,0.063,2.433
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,DRV / WETH 0.3%,0xa0e2bac96ab51c92d3284781aee1eec817f6f9c2,2025-01-14T22:21:39Z,0.3,60577.69,291.28,1002.0,6044.37,18.13,89,0.0998,-0.173,-1.664
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,CADC / WETH 0.05%,0x3debc1a83ede28e30baaa43f9fa110e052d4ccdd,2025-06-17T01:21:58Z,0.05,22144.79,345.06,3438.64,5978.82,2.99,160,0.27,-0.059,-0.156
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,CARV / USDC 0.3%,0x4b241e7e1ba2d76c888aaacb6f099b42f57aec2b,2025-03-15T04:03:56Z,0.3,79411.37,42.67,987.14,5791.4,17.37,184,0.0729,-0.682,0.597
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,ETHFI / WETH 0.3%,0xfefe4e80f2d747a484154f7ae18b20d478e49d40,2024-09-25T20:39:31Z,0.3,13066.14,32.17,1673.21,5729.01,17.19,285,0.4385,-0.066,0.598
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,PRO / WETH 0.3%,0x23e5dcf87407870ff71b972cf6d785e82cdcf3d0,2025-10-16T09:50:33Z,0.3,80893.94,200.36,2004.23,5134.36,15.4,64,0.0635,-0.213,1.264
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,EIGEN / WETH 0.25%,0x3c5428b3d6e07f6de38b0c7f84ea9d30b3b27231,2024-10-24T01:06:21Z,0.25,13015.5,105.64,779.98,4784.0,11.96,193,0.3676,0.002,0.218
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,DRB / WETH 0.3%,0x385b47e56b73eb6549378f78f7c7cbc42c56c9e0,2025-03-11T22:18:50Z,0.3,7973.64,94.71,1093.61,4757.57,14.27,465,0.5967,-0.591,5.654
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,SPS / USDC 0.3%,0x726962f81ee8efdc83266858b5bcf2146713a8cf,2025-08-20T20:29:17Z,0.3,260820.32,216.55,1923.11,4665.75,14.0,40,0.0179,-0.428,2.495
2026-08-05 19:14:10,top_pools,aerodrome-slipstream,USDC / WETH 1%,0x0652202c4b2d09cb93aedefadc14b36869483a98,2025-01-29T17:55:57Z,1.0,12417.46,280.52,2002.43,4634.11,46.34,496,0.3732,0.195,0.114
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,cbETH / cbBTC 0.05%,0x8bb9eaf3c5a906d20c4cc10ea2f73a3ac2d5d41a,2026-01-12T21:00:22Z,0.05,810454.47,248999.56,1013878.44,1847631.48,923.82,2283,2.2797,0.279,2.199
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,HYPE / WETH 0.05%,0x9e48d016ee76cf53e2de8dc8058c7549c8c202df,2025-11-05T02:58:46Z,0.05,244647.04,24105.96,735292.17,1701752.67,850.88,5410,6.956,-0.668,3.273
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,LMTS / USDC 0.05%,0xbe4c36b9542610df83ca690c8b5bc53bbbc5d542,2026-03-09T15:01:35Z,0.05,274166.15,16535.16,91350.31,370520.78,185.26,2501,1.3514,-0.768,-0.99
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,USDC / cbBTC 2%,0xfcda5ab6bbc1fe5b8e1a185e86bb5f24b12e2278,2025-12-15T14:47:53Z,2.0,826844.55,13400.48,141059.44,358185.15,7163.7,724,0.4332,-0.271,-0.291
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,RAVE / USDC 0.3%,0x51663b8a28e7ea197c5ccf983afc084da0a8023d,2025-12-12T12:01:49Z,0.3,310155.83,11051.72,64163.49,132526.55,397.58,1217,0.4273,-0.493,5.537
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,ICP / WETH 0.05%,0xbe762d548f8ca86a78e9da6e3ddc87f91457e398,2025-11-05T03:16:22Z,0.05,397824.91,3501.39,40483.15,121503.52,60.75,876,0.3054,0.124,-0.197
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,CHECK / USDC 2%,0x5a7b4970b2610aee4776a6944d9f2171ee6060b0,2025-11-06T02:33:22Z,2.0,305765.71,2141.96,19180.97,95544.29,1910.89,3322,0.3125,2.812,1.202
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,FUN / USDC 1%,0x659be70647b0f63217d60e077f4417b1ecc65064,2026-01-15T13:53:08Z,1.0,350370.38,8133.18,27439.39,89881.12,898.81,1857,0.2565,-1.283,1.905
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,USDL / WETH 0.05%,0x98637c29abc801001c63fb0e3b94f27a65b610ac,2026-01-27T17:17:22Z,0.05,150444.66,2939.05,41517.08,66177.4,33.09,1292,0.4399,-0.168,0.222
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,USDC / cbBTC 0.01%,0x95dada6bc214a86af204250f7b6ff873b52e0289,2025-11-24T20:24:59Z,0.01,26977.74,1991.6,28507.73,64453.05,6.45,2059,2.3891,-0.744,-0.127
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,REI / WETH 0.05%,0x34e3334e845d101205394e0bd8821fddc7cd5559,2025-11-21T17:38:06Z,0.05,1995846.53,0.0,94.66,54879.88,27.44,99,0.0275,0.0,1.279
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,TRUST / USDC 0.01%,0x17f707cf3edbbd5d9251d4bcdf9ad70a247d7b84,2025-11-05T08:54:27Z,0.01,257157.69,915.66,5278.7,30402.43,3.04,808,0.1182,-0.377,-1.528
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,WETH / USDC 2%,0x56aeaf4af2df4bdfd9d865830fefdd278b25e7ef,2025-12-29T17:05:17Z,2.0,180435.47,9548.42,21651.87,28603.61,572.07,102,0.1585,0.122,2.032
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,USDL / USDC 0.05%,0xf0d64b4fe5d2619a3adbe2734ad0584fc54bed88,2026-01-28T04:03:44Z,0.05,385800.66,764.36,17990.52,25868.96,12.93,230,0.0671,-0.493,0.186
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,REPPO / WETH 0.3%,0x71fe33676773df7cf9ce14f640cae06823f083cc,2025-12-02T18:04:08Z,0.3,36811.57,1422.2,11800.71,25381.92,76.15,111,0.6895,-0.125,-1.164
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,BRLA / USDC 0.05%,0x1c33aa5cc206ed3d9e29fb136796a8815e48af58,2025-11-23T01:13:02Z,0.05,44889.72,75.45,16830.68,20281.06,10.14,33,0.4518,-0.009,-0.879
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,OTHQ / USDC 0.3%,0x00d43aad1b34e7ba8d037e060517f7b5318c0b83,2025-12-17T17:39:46Z,0.3,18808.12,0.0,7431.06,15742.9,47.23,1094,0.837,0.0,-1.539
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,EURAU / USDC 0.05%,0x183cefd0928ea4d54c9d726dd975fab561705c86,2026-02-16T17:18:04Z,0.05,141216.93,652.55,6685.76,14910.37,7.46,41,0.1056,0.0,0.393
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,PEPTAI / USDC 1%,0x3083b87e8b9909cf659d96473bc61377a7603f77,2026-05-14T13:21:27Z,1.0,127592.35,648.6,5418.1,14618.45,146.18,316,0.1146,-0.447,6.694
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,WETH / USDC 0.05%,0xc758d81b9b81a6fcdad075bd471874a2c46b54e0,2025-11-12T14:52:01Z,0.05,294664.1,1014.99,6852.71,13348.57,6.67,1285,0.0453,0.062,2.288
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,msUSD / USDC 0.01%,0x054b67943ba17b2cd8c420544c88bde71a81ef9f,2025-11-05T06:09:02Z,0.01,12085.38,683.05,4998.74,11170.91,1.12,146,0.9243,-0.198,0.472
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,WARD / USDC 0.3%,0x2aedf455e810b7511d2835bf485fb13912b1ad27,2026-05-19T17:02:59Z,0.3,52901.34,20.57,3377.26,11165.13,33.5,185,0.2111,0.0,36.611
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,xSN64 / USDC 0.3%,0x72764a83b78074e517fd1e2da8c4c289020c6498,2025-11-17T15:31:19Z,0.3,138210.9,376.69,2254.79,10473.91,31.42,25,0.0758,0.0,-0.615
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,SERV / WETH 1%,0x7f31b371ac675bca3357fd9c26854fed067400c0,2026-01-18T19:17:54Z,1.0,38044.47,375.37,5726.16,8570.23,85.7,158,0.2253,-2.151,11.0
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,wtCOIN / USDC 0.3%,0x4618dfcbc52d9fbcd45ec4a65fc61b5da57ad205,2026-02-18T17:08:34Z,0.3,14723.32,314.26,4744.52,6746.52,20.24,111,0.4582,-0.921,-1.557
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,UP / USDC 1%,0xb1857b20d91c216f51656b63081f35c7cd0a489d,2026-02-10T16:59:37Z,1.0,19845.9,1097.0,1374.89,6295.45,62.95,88,0.3172,0.0,-4.433
2026-08-05 19:14:10,top_pools,aerodrome-slipstream-2,PING / WETH 0.45%,0x5d28f920c9d23100e4a38b2ba2d8ae617c3b2615,2025-11-05T02:57:57Z,0.45,4232.63,0.0,2902.7,6008.14,27.04,87,1.4195,0.0,1.942
